Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.732431_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.732431_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.732431_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:58.737878_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:58.737878_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:58.737878_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:14.476720Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:14.476720Z_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-08T00:17:14.476720Z_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:46.302096_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:46.302096_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:46.302096_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:15.176826Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:15.176826Z_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-08T00:17:15.176826Z_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.715264_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.715264_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.715264_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T15:46:50.702833_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T15:46:50.702833_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T15:46:50.702833_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:59.530912_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:59.530912_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:59.530912_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:49.717114_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:49.717114_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:49.717114_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:46.936377_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:46.936377_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:46.936377_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:38.385771_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:38.385771_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:38.385771_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.763627_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.763627_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.763627_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.852733_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.852733_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.852733_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:16.059860_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:16.059860_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:16.059860_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:52.188095_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:52.188095_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:52.188095_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:52.851438_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:52.851438_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:52.851438_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:00.264911Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:00.264911Z_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-08T00:17:00.264911Z_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:22.178220_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:22.178220_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:22.178220_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:00.680909_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:00.680909_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:00.680909_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-08T00:17:21.624139Z_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-08T00:17:21.624139Z_77647c42-c888-47e3-8296-6fc452815810).
